"จังหวัด","เขต / อำเภอ","ตำบล"
"สุพรรณบุรี","สามชุก","สามชุก"
"สุพรรณบุรี","สามชุก","หนองผักนาก"
"สุพรรณบุรี","สามชุก","บ้านสระ"
"สุพรรณบุรี","สามชุก","หนองสะเดา"
"สุพรรณบุรี","สามชุก","กระเสียว"
"สุพรรณบุรี","อู่ทอง","อู่ทอง"
"สุพรรณบุรี","อู่ทอง","สระยายโสม"
"สุพรรณบุรี","อู่ทอง","จรเข้สามพัน"
"สุพรรณบุรี","อู่ทอง","บ้านดอน"
"สุพรรณบุรี","อู่ทอง","ยุ้งทะลาย"
"สุพรรณบุรี","อู่ทอง","ดอนมะเกลือ"
"สุพรรณบุรี","อู่ทอง","หนองโอ่ง"
"สุพรรณบุรี","อู่ทอง","ดอนคา"
"สุพรรณบุรี","อู่ทอง","พลับพลาไชย"
"สุพรรณบุรี","อู่ทอง","บ้านโข้ง"
"สุพรรณบุรี","อู่ทอง","เจดีย์"
"สุพรรณบุรี","อู่ทอง","สระพังลาน"
"สุพรรณบุรี","อู่ทอง","กระจัน"
"สุพรรณบุรี","หนองหญ้าไซ","หนองหญ้าไซ"
"สุพรรณบุรี","หนองหญ้าไซ","หนองราชวัตร"
"สุพรรณบุรี","หนองหญ้าไซ","หนองโพธิ์"
"สุพรรณบุรี","หนองหญ้าไซ","แจงงาม"
"สุพรรณบุรี","หนองหญ้าไซ","หนองขาม"
"สุพรรณบุรี","หนองหญ้าไซ","ทัพหลวง"
"นครปฐม","เมืองนครปฐม","พระปฐมเจดีย์"
"นครปฐม","เมืองนครปฐม","บางแขม"
"นครปฐม","เมืองนครปฐม","พระประโทน"
"นครปฐม","เมืองนครปฐม","ธรรมศาลา"
"นครปฐม","เมืองนครปฐม","ตาก้อง"
"นครปฐม","เมืองนครปฐม","มาบแค"
"นครปฐม","เมืองนครปฐม","สนามจันทร์"
"นครปฐม","เมืองนครปฐม","ดอนยายหอม"
"นครปฐม","เมืองนครปฐม","ถนนขาด"
"นครปฐม","เมืองนครปฐม","บ่อพลับ"
"นครปฐม","เมืองนครปฐม","นครปฐม"
"นครปฐม","เมืองนครปฐม","วังตะกู"
"นครปฐม","เมืองนครปฐม","หนองปากโลง"
"นครปฐม","เมืองนครปฐม","สามควายเผือก"
"นครปฐม","เมืองนครปฐม","ทุ่งน้อย"
"นครปฐม","เมืองนครปฐม","หนองดินแดง"
"นครปฐม","เมืองนครปฐม","วังเย็น"
"นครปฐม","เมืองนครปฐม","โพรงมะเดื่อ"
"นครปฐม","เมืองนครปฐม","ลำพยา"
"นครปฐม","เมืองนครปฐม","สระกระเทียม"
"นครปฐม","เมืองนครปฐม","สวนป่าน"
"นครปฐม","เมืองนครปฐม","ห้วยจรเข้"
"นครปฐม","เมืองนครปฐม","ทัพหลวง"
"นครปฐม","เมืองนครปฐม","หนองงูเหลือม"
"นครปฐม","เมืองนครปฐม","บ้านยาง"
"นครปฐม","กำแพงแสน","ทุ่งกระพังโหม"
"นครปฐม","กำแพงแสน","กระตีบ"
"นครปฐม","กำแพงแสน","ทุ่งลูกนก"
"นครปฐม","กำแพงแสน","ห้วยขวาง"
"นครปฐม","กำแพงแสน","ทุ่งขวาง"
"นครปฐม","กำแพงแสน","สระสี่มุม"
"นครปฐม","กำแพงแสน","ทุ่งบัว"
"นครปฐม","กำแพงแสน","ดอนข่อย"
"นครปฐม","กำแพงแสน","สระพัฒนา"
"นครปฐม","กำแพงแสน","ห้วยหมอนทอง"
"นครปฐม","กำแพงแสน","ห้วยม่วง"
"นครปฐม","กำแพงแสน","กำแพงแสน"
"นครปฐม","กำแพงแสน","รางพิกุล"
"นครปฐม","กำแพงแสน","หนองกระทุ่ม"
"นครปฐม","กำแพงแสน","วังน้ำเขียว"
"นครปฐม","นครชัยศรี","นครชัยศรี"
"นครปฐม","นครชัยศรี","บางกระเบา"
"นครปฐม","นครชัยศรี","วัดแค"
"นครปฐม","นครชัยศรี","ท่าตำหนัก"
"นครปฐม","นครชัยศรี","บางแก้ว"
"นครปฐม","นครชัยศรี","ท่ากระชับ"
"นครปฐม","นครชัยศรี","ขุนแก้ว"
"นครปฐม","นครชัยศรี","ท่าพระยา"
"นครปฐม","นครชัยศรี","พะเนียด"
"นครปฐม","นครชัยศรี","บางระกำ"
"นครปฐม","นครชัยศรี","โคกพระเจดีย์"
"นครปฐม","นครชัยศรี","ศีรษะทอง"
"นครปฐม","นครชัยศรี","แหลมบัว"
"นครปฐม","นครชัยศรี","ศรีมหาโพธิ์"
"นครปฐม","นครชัยศรี","สัมปทวน"
"นครปฐม","นครชัยศรี","วัดสำโรง"
"นครปฐม","นครชัยศรี","ดอนแฝก"
"นครปฐม","นครชัยศรี","ห้วยพลู"
"นครปฐม","นครชัยศรี","วัดละมุด"
"นครปฐม","นครชัยศรี","บางพระ"
"นครปฐม","นครชัยศรี","บางแก้วฟ้า"
"นครปฐม","นครชัยศรี","ลานตากฟ้า"
"นครปฐม","นครชัยศรี","งิ้วราย"
"นครปฐม","นครชัยศรี","ไทยาวาส"
"นครปฐม","ดอนตูม","สามง่าม"
"นครปฐม","ดอนตูม","ห้วยพระ"
"นครปฐม","ดอนตูม","ลำเหย"
"นครปฐม","ดอนตูม","ดอนพุทรา"
"นครปฐม","ดอนตูม","บ้านหลวง"
"นครปฐม","ดอนตูม","ดอนรวก"
"นครปฐม","ดอนตูม","ห้วยด้วน"
"นครปฐม","ดอนตูม","ลำลูกบัว"
"นครปฐม","บางเลน","บางเลน"
"นครปฐม","บางเลน","บางปลา"
"นครปฐม","บางเลน","บางหลวง"
"นครปฐม","บางเลน","บางภาษี"
"นครปฐม","บางเลน","บางระกำ"
"นครปฐม","บางเลน","บางไทรป่า"
"นครปฐม","บางเลน","หินมูล"
"นครปฐม","บางเลน","ไทรงาม"
"นครปฐม","บางเลน","ดอนตูม"
"นครปฐม","บางเลน","นิลเพชร"
"นครปฐม","บางเลน","บัวปากท่า"
"นครปฐม","บางเลน","คลองนกกระทุง"
"นครปฐม","บางเลน","นราภิรมย์"
"นครปฐม","บางเลน","ลำพญา"
"นครปฐม","บางเลน","ไผ่หูช้าง"
"นครปฐม","สามพราน","ท่าข้าม"
"นครปฐม","สามพราน","ทรงคนอง"
"นครปฐม","สามพราน","หอมเกร็ด"
"นครปฐม","สามพราน","บางกระทึก"
"นครปฐม","สามพราน","บางเตย"
"นครปฐม","สามพราน","สามพราน"
"นครปฐม","สามพราน","บางช้าง"
"นครปฐม","สามพราน","ไร่ขิง"
"นครปฐม","สามพราน","ท่าตลาด"
"นครปฐม","สามพราน","กระทุ่มล้ม"
"นครปฐม","สามพราน","คลองใหม่"
"นครปฐม","สามพราน","ตลาดจินดา"
"นครปฐม","สามพราน","คลองจินดา"
"นครปฐม","สามพราน","ยายชา"
"นครปฐม","สามพราน","บ้านใหม่"
"นครปฐม","สามพราน","อ้อมใหญ่"
"นครปฐม","พุทธมณฑล","ศาลายา"
"นครปฐม","พุทธมณฑล","คลองโยง"
"นครปฐม","พุทธมณฑล","มหาสวัสดิ์"
"สมุทรสาคร","เมืองสมุทรสาคร","มหาชัย"
"สมุทรสาคร","เมืองสมุทรสาคร","ท่าฉลอม"
"สมุทรสาคร","เมืองสมุทรสาคร","โกรกกราก"
"สมุทรสาคร","เมืองสมุทรสาคร","บ้านบ่อ"
"สมุทรสาคร","เมืองสมุทรสาคร","บางโทรัด"
"สมุทรสาคร","เมืองสมุทรสาคร","กาหลง"
"สมุทรสาคร","เมืองสมุทรสาคร","นาโคก"
"สมุทรสาคร","เมืองสมุทรสาคร","ท่าจีน"
"สมุทรสาคร","เมืองสมุทรสาคร","นาดี"
"สมุทรสาคร","เมืองสมุทรสาคร","ท่าทราย"
"สมุทรสาคร","เมืองสมุทรสาคร","คอกกระบือ"
"สมุทรสาคร","เมืองสมุทรสาคร","บางน้ำจืด"
"สมุทรสาคร","เมืองสมุทรสาคร","พันท้ายนรสิงห์"
"สมุทรสาคร","เมืองสมุทรสาคร","โคกขาม"
"สมุทรสาคร","เมืองสมุทรสาคร","บ้านเกาะ"
"สมุทรสาคร","เมืองสมุทรสาคร","บางกระเจ้า"
"สมุทรสาคร","เมืองสมุทรสาคร","บางหญ้าแพรก"
"สมุทรสาคร","เมืองสมุทรสาคร","ชัยมงคล"
"สมุทรสาคร","กระทุ่มแบน","ตลาดกระทุ่มแบน"
"สมุทรสาคร","กระทุ่มแบน","อ้อมน้อย"
"สมุทรสาคร","กระทุ่มแบน","ท่าไม้"
"สมุทรสาคร","กระทุ่มแบน","สวนหลวง"
"สมุทรสาคร","กระทุ่มแบน","บางยาง"
"สมุทรสาคร","กระทุ่มแบน","คลองมะเดื่อ"
"สมุทรสาคร","กระทุ่มแบน","หนองนกไข่"
"สมุทรสาคร","กระทุ่มแบน","ดอนไก่ดี"
"สมุทรสาคร","กระทุ่มแบน","แคราย"
"สมุทรสาคร","กระทุ่มแบน","ท่าเสา"
"สมุทรสาคร","บ้านแพ้ว","บ้านแพ้ว"
"สมุทรสาคร","บ้านแพ้ว","หลักสาม"
"สมุทรสาคร","บ้านแพ้ว","ยกกระบัตร"
"สมุทรสาคร","บ้านแพ้ว","โรงเข้"
"สมุทรสาคร","บ้านแพ้ว","หนองสองห้อง"
"สมุทรสาคร","บ้านแพ้ว","หนองบัว"
"สมุทรสาคร","บ้านแพ้ว","หลักสอง"
"สมุทรสาคร","บ้านแพ้ว","เจ็ดริ้ว"
"สมุทรสาคร","บ้านแพ้ว","คลองตัน"
"สมุทรสาคร","บ้านแพ้ว","อำแพง"
"สมุทรสาคร","บ้านแพ้ว","สวนส้ม"
"สมุทรสาคร","บ้านแพ้ว","เกษตรพัฒนา"
"สมุทรสงคราม","เมืองสมุทรสงคราม","แม่กลอง"
"สมุทรสงคราม","เมืองสมุทรสงคราม","บางขันแตก"
"สมุทรสงคราม","เมืองสมุทรสงคราม","ลาดใหญ่"
"สมุทรสงคราม","เมืองสมุทรสงคราม","บ้านปรก"
"สมุทรสงคราม","เมืองสมุทรสงคราม","บางแก้ว"
"สมุทรสงคราม","เมืองสมุทรสงคราม","ท้ายหาด"
"สมุทรสงคราม","เมืองสมุทรสงคราม","แหลมใหญ่"
"สมุทรสงคราม","เมืองสมุทรสงคราม","คลองเขิน"
"สมุทรสงคราม","เมืองสมุทรสงคราม","คลองโคน"
"สมุทรสงคราม","เมืองสมุทรสงคราม","นางตะเคียน"
"สมุทรสงคราม","เมืองสมุทรสงคราม","บางจะเกร็ง"
"สมุทรสงคราม","บางคนที","กระดังงา"
"สมุทรสงคราม","บางคนที","บางสะแก"
"สมุทรสงคราม","บางคนที","บางยี่รงค์"
"สมุทรสงคราม","บางคนที","โรงหีบ"
"สมุทรสงคราม","บางคนที","บางคนที"
"สมุทรสงคราม","บางคนที","ดอนมะโนรา"
"สมุทรสงคราม","บางคนที","บางพรม"
"สมุทรสงคราม","บางคนที","บางกุ้ง"
"สมุทรสงคราม","บางคนที","จอมปลวก"
"สมุทรสงคราม","บางคนที","บางนกแขวก"
"สมุทรสงคราม","บางคนที","ยายแพง"
"สมุทรสงคราม","บางคนที","บางกระบือ"
"สมุทรสงคราม","บางคนที","บ้านปราโมทย์"
"สมุทรสงคราม","อัมพวา","อัมพวา"
"สมุทรสงคราม","อัมพวา","สวนหลวง"
"สมุทรสงคราม","อัมพวา","ท่าคา"
"สมุทรสงคราม","อัมพวา","วัดประดู่"
"สมุทรสงคราม","อัมพวา","เหมืองใหม่"
"สมุทรสงคราม","อัมพวา","บางช้าง"
"สมุทรสงคราม","อัมพวา","แควอ้อม"
"สมุทรสงคราม","อัมพวา","ปลายโพงพาง"
"สมุทรสงคราม","อัมพวา","บางแค"
"สมุทรสงคราม","อัมพวา","แพรกหนามแดง"
"สมุทรสงคราม","อัมพวา","ยี่สาร"
"สมุทรสงคราม","อัมพวา","บางนางลี่"
"เพชรบุรี","เมืองเพชรบุรี","ท่าราบ"
"เพชรบุรี","เมืองเพชรบุรี","คลองกระแซง"
"เพชรบุรี","เมืองเพชรบุรี","บางจาน"
"เพชรบุรี","เมืองเพชรบุรี","นาพันสาม"
"เพชรบุรี","เมืองเพชรบุรี","ธงชัย"
"เพชรบุรี","เมืองเพชรบุรี","บ้านกุ่ม"
"เพชรบุรี","เมืองเพชรบุรี","หนองโสน"
"เพชรบุรี","เมืองเพชรบุรี","ไร่ส้ม"
"เพชรบุรี","เมืองเพชรบุรี","เวียงคอย"
"เพชรบุรี","เมืองเพชรบุรี","บางจาก"
"เพชรบุรี","เมืองเพชรบุรี","บ้านหม้อ"
"เพชรบุรี","เมืองเพชรบุรี","ต้นมะม่วง"
"เพชรบุรี","เมืองเพชรบุรี","ช่องสะแก"
"เพชรบุรี","เมืองเพชรบุรี","นาวุ้ง"
"เพชรบุรี","เมืองเพชรบุรี","สำมะโรง"
"เพชรบุรี","เมืองเพชรบุรี","โพพระ"
"เพชรบุรี","เมืองเพชรบุรี","หาดเจ้าสำราญ"
"เพชรบุรี","เมืองเพชรบุรี","หัวสะพาน"
"เพชรบุรี","เมืองเพชรบุรี","ต้นมะพร้าว"
"เพชรบุรี","เมืองเพชรบุรี","วังตะโก"
"เพชรบุรี","เมืองเพชรบุรี","โพไร่หวาน"
"เพชรบุรี","เมืองเพชรบุรี","ดอนยาง"
"เพชรบุรี","เมืองเพชรบุรี","หนองขนาน"
"เพชรบุรี","เมืองเพชรบุรี","หนองพลับ"
"เพชรบุรี","เขาย้อย","เขาย้อย"
"เพชรบุรี","เขาย้อย","สระพัง"
"เพชรบุรี","เขาย้อย","บางเค็ม"
"เพชรบุรี","เขาย้อย","ทับคาง"
"เพชรบุรี","เขาย้อย","หนองปลาไหล"
"เพชรบุรี","เขาย้อย","หนองปรง"
"เพชรบุรี","เขาย้อย","หนองชุมพล"
"เพชรบุรี","เขาย้อย","ห้วยโรง"
"เพชรบุรี","เขาย้อย","ห้วยท่าช้าง"
"เพชรบุรี","เขาย้อย","หนองชุมพลเหนือ"
"เพชรบุรี","หนองหญ้าปล้อง","หนองหญ้าปล้อง"
"เพชรบุรี","หนองหญ้าปล้อง","ยางน้ำกลัดเหนือ"
"เพชรบุรี","หนองหญ้าปล้อง","ยางน้ำกลัดใต้"
"เพชรบุรี","หนองหญ้าปล้อง","ท่าตะคร้อ"
"เพชรบุรี","ชะอำ","ชะอำ"
"เพชรบุรี","ชะอำ","บางเก่า"
"เพชรบุรี","ชะอำ","นายาง"
"เพชรบุรี","ชะอำ","เขาใหญ่"
"เพชรบุรี","ชะอำ","หนองศาลา"
"เพชรบุรี","ชะอำ","ห้วยทรายเหนือ"
"เพชรบุรี","ชะอำ","ไร่ใหม่พัฒนา"
"เพชรบุรี","ชะอำ","สามพระยา"
"เพชรบุรี","ชะอำ","ดอนขุนห้วย"
"เพชรบุรี","ท่ายาง","ท่ายาง"
"เพชรบุรี","ท่ายาง","ท่าคอย"
"เพชรบุรี","ท่ายาง","ยางหย่อง"
"เพชรบุรี","ท่ายาง","หนองจอก"
"เพชรบุรี","ท่ายาง","มาบปลาเค้า"
"เพชรบุรี","ท่ายาง","ท่าไม้รวก"
"เพชรบุรี","ท่ายาง","วังไคร้"
"เพชรบุรี","ท่ายาง","กลัดหลวง"
"เพชรบุรี","ท่ายาง","ปึกเตียน"
"เพชรบุรี","ท่ายาง","เขากระปุก"
"เพชรบุรี","ท่ายาง","ท่าแลง"
"เพชรบุรี","ท่ายาง","บ้านในดง"
"เพชรบุรี","บ้านลาด","บ้านลาด"
"เพชรบุรี","บ้านลาด","บ้านหาด"
"เพชรบุรี","บ้านลาด","บ้านทาน"
"เพชรบุรี","บ้านลาด","ตำหรุ"
"เพชรบุรี","บ้านลาด","สมอพลือ"
"เพชรบุรี","บ้านลาด","ไร่มะขาม"
"เพชรบุรี","บ้านลาด","ท่าเสน"
"เพชรบุรี","บ้านลาด","หนองกระเจ็ด"
"เพชรบุรี","บ้านลาด","หนองกะปุ"
"เพชรบุรี","บ้านลาด","ลาดโพธิ์"
"เพชรบุรี","บ้านลาด","ไร่โคก"
"เพชรบุรี","บ้านลาด","โรงเข้"
"เพชรบุรี","บ้านลาด","ไร่สะท้อน"
"เพชรบุรี","บ้านลาด","ห้วยข้อง"
"เพชรบุรี","บ้านลาด","ท่าช้าง"
"เพชรบุรี","บ้านลาด","ถ้ำรงค์"
"เพชรบุรี","บ้านลาด","ห้วยลึก"
"เพชรบุรี","บ้านแหลม","บ้านแหลม"
"เพชรบุรี","บ้านแหลม","บางขุนไทร"
"เพชรบุรี","บ้านแหลม","ปากทะเล"
"เพชรบุรี","บ้านแหลม","บางแก้ว"
"เพชรบุรี","บ้านแหลม","แหลมผักเบี้ย"
"เพชรบุรี","บ้านแหลม","บางตะบูน"
"เพชรบุรี","บ้านแหลม","บางตะบูนออก"
"เพชรบุรี","บ้านแหลม","บางครก"
"เพชรบุรี","บ้านแหลม","ท่าแร้ง"
"เพชรบุรี","บ้านแหลม","ท่าแร้งออก"
"เพชรบุรี","แก่งกระจาน","แก่งกระจาน"
"เพชรบุรี","แก่งกระจาน","สองพี่น้อง"
"เพชรบุรี","แก่งกระจาน","วังจันทร์"
"เพชรบุรี","แก่งกระจาน","ป่าเด็ง"
"เพชรบุรี","แก่งกระจาน","พุสวรรค์"
"เพชรบุรี","แก่งกระจาน","ห้วยแม่เพรียง"
"ประจวบคีรีขันธ์","เมืองประจวบคีรีขันธ์","ประจวบคีรีขันธ์"
"ประจวบคีรีขันธ์","เมืองประจวบคีรีขันธ์","เกาะหลัก"
"ประจวบคีรีขันธ์","เมืองประจวบคีรีขันธ์","คลองวาฬ"
"ประจวบคีรีขันธ์","เมืองประจวบคีรีขันธ์","ห้วยทราย"
"ประจวบคีรีขันธ์","เมืองประจวบคีรีขันธ์","อ่าวน้อย"
"ประจวบคีรีขันธ์","เมืองประจวบคีรีขันธ์","บ่อนอก"
"ประจวบคีรีขันธ์","กุยบุรี","กุยบุรี"
"ประจวบคีรีขันธ์","กุยบุรี","กุยเหนือ"
"ประจวบคีรีขันธ์","กุยบุรี","เขาแดง"
"ประจวบคีรีขันธ์","กุยบุรี","ดอนยายหนู"
"ประจวบคีรีขันธ์","กุยบุรี","สามกระทาย"
"ประจวบคีรีขันธ์","กุยบุรี","หาดขาม"
"ประจวบคีรีขันธ์","ทับสะแก","ทับสะแก"
"ประจวบคีรีขันธ์","ทับสะแก","อ่างทอง"
"ประจวบคีรีขันธ์","ทับสะแก","นาหูกวาง"
"ประจวบคีรีขันธ์","ทับสะแก","เขาล้าน"
"ประจวบคีรีขันธ์","ทับสะแก","ห้วยยาง"
"ประจวบคีรีขันธ์","ทับสะแก","แสงอรุณ"
"ประจวบคีรีขันธ์","บางสะพาน","กำเนิดนพคุณ"
"ประจวบคีรีขันธ์","บางสะพาน","พงศ์ประศาสน์"
"ประจวบคีรีขันธ์","บางสะพาน","ร่อนทอง"
"ประจวบคีรีขันธ์","บางสะพาน","ธงชัย"
"ประจวบคีรีขันธ์","บางสะพาน","ชัยเกษม"
"ประจวบคีรีขันธ์","บางสะพาน","ทองมงคล"
"ประจวบคีรีขันธ์","บางสะพาน","แม่รำพึง"
"ประจวบคีรีขันธ์","บางสะพานน้อย","ปากแพรก"
"ประจวบคีรีขันธ์","บางสะพานน้อย","บางสะพาน"
"ประจวบคีรีขันธ์","บางสะพานน้อย","ทรายทอง"
"ประจวบคีรีขันธ์","บางสะพานน้อย","ช้างแรก"
"ประจวบคีรีขันธ์","บางสะพานน้อย","ไชยราช"
"ประจวบคีรีขันธ์","ปราณบุรี","ปราณบุรี"
"ประจวบคีรีขันธ์","ปราณบุรี","เขาน้อย"
"ประจวบคีรีขันธ์","ปราณบุรี","ปากน้ำปราณ"
"ประจวบคีรีขันธ์","ปราณบุรี","หนองตาแต้ม"
"ประจวบคีรีขันธ์","ปราณบุรี","วังก์พง"
"ประจวบคีรีขันธ์","ปราณบุรี","เขาจ้าว"
"ประจวบคีรีขันธ์","หัวหิน","หัวหิน"
"ประจวบคีรีขันธ์","หัวหิน","หนองแก"
"ประจวบคีรีขันธ์","หัวหิน","หินเหล็กไฟ"
"ประจวบคีรีขันธ์","หัวหิน","หนองพลับ"
"ประจวบคีรีขันธ์","หัวหิน","ทับใต้"
"ประจวบคีรีขันธ์","หัวหิน","ห้วยสัตว์ใหญ่"
"ประจวบคีรีขันธ์","หัวหิน","บึงนคร"
"ประจวบคีรีขันธ์","สามร้อยยอด","สามร้อยยอด"
"ประจวบคีรีขันธ์","สามร้อยยอด","ศิลาลอย"
"ประจวบคีรีขันธ์","สามร้อยยอด","ไร่เก่า"
"ประจวบคีรีขันธ์","สามร้อยยอด","ศาลาลัย"
"ประจวบคีรีขันธ์","สามร้อยยอด","ไร่ใหม่"
"นครศรีธรรมราช","เมืองนครศรีธรรมราช","ในเมือง"
"นครศรีธรรมราช","เมืองนครศรีธรรมราช","ท่าวัง"
"นครศรีธรรมราช","เมืองนครศรีธรรมราช","คลัง"
"นครศรีธรรมราช","เมืองนครศรีธรรมราช","ท่าไร่"
"นครศรีธรรมราช","เมืองนครศรีธรรมราช","ปากนคร"
"นครศรีธรรมราช","เมืองนครศรีธรรมราช","นาทราย"
"นครศรีธรรมราช","เมืองนครศรีธรรมราช","กำแพงเซา"
"นครศรีธรรมราช","เมืองนครศรีธรรมราช","ไชยมนตรี"
"นครศรีธรรมราช","เมืองนครศรีธรรมราช","มะม่วงสองต้น"
"นครศรีธรรมราช","เมืองนครศรีธรรมราช","นาเคียน"
"นครศรีธรรมราช","เมืองนครศรีธรรมราช","ท่างิ้ว"
"นครศรีธรรมราช","เมืองนครศรีธรรมราช","โพธิ์เสด็จ"
"นครศรีธรรมราช","เมืองนครศรีธรรมราช","บางจาก"
"นครศรีธรรมราช","เมืองนครศรีธรรมราช","ปากพูน"
"นครศรีธรรมราช","เมืองนครศรีธรรมราช","ท่าซัก"
"นครศรีธรรมราช","เมืองนครศรีธรรมราช","ท่าเรือ"
"นครศรีธรรมราช","พรหมคีรี","พรหมโลก"
"นครศรีธรรมราช","พรหมคีรี","บ้านเกาะ"
"นครศรีธรรมราช","พรหมคีรี","อินคีรี"
"นครศรีธรรมราช","พรหมคีรี","ทอนหงส์"
"นครศรีธรรมราช","พรหมคีรี","นาเรียง"
"นครศรีธรรมราช","ลานสกา","เขาแก้ว"
"นครศรีธรรมราช","ลานสกา","ลานสกา"
"นครศรีธรรมราช","ลานสกา","ท่าดี"
"นครศรีธรรมราช","ลานสกา","กำโลน"
"นครศรีธรรมราช","ลานสกา","ขุนทะเล"
"นครศรีธรรมราช","ฉวาง","ฉวาง"
"นครศรีธรรมราช","ฉวาง","ละอาย"
"นครศรีธรรมราช","ฉวาง","นาแว"
"นครศรีธรรมราช","ฉวาง","ไม้เรียง"
"นครศรีธรรมราช","ฉวาง","กะเปียด"
"นครศรีธรรมราช","ฉวาง","นากะชะ"
"นครศรีธรรมราช","ฉวาง","ห้วยปริก"
"นครศรีธรรมราช","ฉวาง","ไสหร้า"
"นครศรีธรรมราช","ฉวาง","นาเขลียง"
"นครศรีธรรมราช","ฉวาง","จันดี"
"นครศรีธรรมราช","พิปูน","พิปูน"
"นครศรีธรรมราช","พิปูน","กะทูน"
"นครศรีธรรมราช","พิปูน","เขาพระ"
"นครศรีธรรมราช","พิปูน","ยางค้อม"
"นครศรีธรรมราช","พิปูน","ควนกลาง"
"นครศรีธรรมราช","เชียรใหญ่","เชียรใหญ่"
"นครศรีธรรมราช","เชียรใหญ่","ท่าขนาน"
"นครศรีธรรมราช","เชียรใหญ่","บ้านกลาง"
"นครศรีธรรมราช","เชียรใหญ่","บ้านเนิน"
"นครศรีธรรมราช","เชียรใหญ่","ไสหมาก"
"นครศรีธรรมราช","เชียรใหญ่","ท้องลำเจียก"
"นครศรีธรรมราช","เชียรใหญ่","เสือหึง"
"นครศรีธรรมราช","เชียรใหญ่","การะเกด"
"นครศรีธรรมราช","เชียรใหญ่","เขาพระบาท"
"นครศรีธรรมราช","เชียรใหญ่","แม่เจ้าอยู่หัว"
"นครศรีธรรมราช","ชะอวด","ชะอวด"
"นครศรีธรรมราช","ชะอวด","ท่าเสม็ด"
"นครศรีธรรมราช","ชะอวด","ท่าประจะ"
"นครศรีธรรมราช","ชะอวด","เคร็ง"
"นครศรีธรรมราช","ชะอวด","วังอ่าง"
"นครศรีธรรมราช","ชะอวด","บ้านตูล"
"นครศรีธรรมราช","ชะอวด","ขอนหาด"
"นครศรีธรรมราช","ชะอวด","เกาะขันธ์"
"นครศรีธรรมราช","ชะอวด","ควนหนองหงษ์"
"นครศรีธรรมราช","ชะอวด","เขาพระทอง"
"นครศรีธรรมราช","ชะอวด","นางหลง"
"นครศรีธรรมราช","ท่าศาลา","ท่าศาลา"
"นครศรีธรรมราช","ท่าศาลา","กลาย"
"นครศรีธรรมราช","ท่าศาลา","ท่าขึ้น"
"นครศรีธรรมราช","ท่าศาลา","หัวตะพาน"
"นครศรีธรรมราช","ท่าศาลา","สระแก้ว"
"นครศรีธรรมราช","ท่าศาลา","โมคลาน"
"นครศรีธรรมราช","ท่าศาลา","ไทยบุรี"
"นครศรีธรรมราช","ท่าศาลา","ดอนตะโก"
"นครศรีธรรมราช","ท่าศาลา","ตลิ่งชัน"
"นครศรีธรรมราช","ท่าศาลา","โพธิ์ทอง"
"นครศรีธรรมราช","ทุ่งสง","เทศบาลเมืองทุ่งสง-ปากแพรก"
"นครศรีธรรมราช","ทุ่งสง","ชะมาย"
"นครศรีธรรมราช","ทุ่งสง","หนองหงส์"
"นครศรีธรรมราช","ทุ่งสง","ควนกรด"
"นครศรีธรรมราช","ทุ่งสง","นาไม้ไผ่"
"นครศรีธรรมราช","ทุ่งสง","นาหลวงเสน"
"นครศรีธรรมราช","ทุ่งสง","เขาโร"
"นครศรีธรรมราช","ทุ่งสง","กะปาง"
"นครศรีธรรมราช","ทุ่งสง","ที่วัง"
"นครศรีธรรมราช","ทุ่งสง","น้ำตก"
"นครศรีธรรมราช","ทุ่งสง","ถ้ำใหญ่"
"นครศรีธรรมราช","ทุ่งสง","นาโพธิ์"
"นครศรีธรรมราช","ทุ่งสง","เขาขาว"
"นครศรีธรรมราช","นาบอน","นาบอน"
"นครศรีธรรมราช","นาบอน","ทุ่งสง"
"นครศรีธรรมราช","นาบอน","แก้วแสน"
"นครศรีธรรมราช","ทุ่งใหญ่","ท่ายาง"
"นครศรีธรรมราช","ทุ่งใหญ่","ทุ่งสัง"
"นครศรีธรรมราช","ทุ่งใหญ่","ทุ่งใหญ่"
"นครศรีธรรมราช","ทุ่งใหญ่","กุแหระ"
"นครศรีธรรมราช","ทุ่งใหญ่","ปริก"
"นครศรีธรรมราช","ทุ่งใหญ่","บางรูป"
"นครศรีธรรมราช","ทุ่งใหญ่","กรุงหยัน"
"นครศรีธรรมราช","ปากพนัง","คลองน้อย"
"นครศรีธรรมราช","ปากพนัง","ป่าระกำ"
"นครศรีธรรมราช","ปากพนัง","ชะเมา"
"นครศรีธรรมราช","ปากพนัง","คลองกระบือ"
"นครศรีธรรมราช","ปากพนัง","เกาะทวด"
"นครศรีธรรมราช","ปากพนัง","บ้านใหม่"
"นครศรีธรรมราช","ปากพนัง","หูล่อง"
"นครศรีธรรมราช","ปากพนัง","แหลมตะลุมพุก"
"นครศรีธรรมราช","ปากพนัง","ปากพนังฝั่งตะวันตก"
"นครศรีธรรมราช","ปากพนัง","บางศาลา"
"นครศรีธรรมราช","ปากพนัง","บางพระ"
"นครศรีธรรมราช","ปากพนัง","บางตะพง"
"นครศรีธรรมราช","ปากพนัง","ปากพนังฝั่งตะวันออก"
"นครศรีธรรมราช","ปากพนัง","บ้านเพิง"
"นครศรีธรรมราช","ปากพนัง","ท่าพญา"
